id,Strength
5407,52.99746468622152
5408,20.158614548264506
5409,37.458333082792386
5410,42.59460263633538
5411,25.488730127488374
5412,48.834916645027775
5413,36.552053609116705
5414,25.452070797497544
5415,40.19390474278688
5416,39.33971930582774
5417,40.99506415726504
5418,38.02889535219761
5419,41.49903539167702
5420,48.294975914732674
5421,38.042869077732455
5422,10.92733832349393
5423,59.84506730171545
5424,42.31322530956823
5425,38.640796972033364
5426,53.64184291189652
5427,44.06361953466681
5428,34.99326251418727
5429,45.626815333696136
5430,36.716886051899195
5431,20.139942868276965
5432,53.364632632187224
5433,19.927457519889074
5434,41.78879906948516
5435,45.63839753592224
5436,44.63962699483422
5437,35.91498828253405
5438,26.050351955142865
5439,42.22447888196087
5440,36.13088585414595
5441,16.857199502281542
5442,45.04691093403378
5443,37.58736492874128
5444,33.35313640541473
5445,23.76752668673268
5446,41.272750056772196
5447,37.82753726891559
5448,26.496597354511287
5449,41.61447124956084
5450,43.7275634501359
5451,48.45510592634187
5452,23.561467916869915
5453,31.30782441481753
5454,37.10781121915452
5455,38.91194251078335
5456,37.10781121915452
5457,17.631857089845372
5458,31.090773956860804
5459,33.434142186636485
5460,31.38684210706238
5461,27.699749873555533
5462,22.874934130619856
5463,43.33740070055968
5464,37.58736492874128
5465,54.63193249126343
5466,42.53583885191621
5467,46.533403678388524
5468,39.882431019293215
5469,43.01794308828182
5470,47.201386016205376
5471,39.82658733845284
5472,23.109341604224706
5473,23.23208439256104
5474,40.855786413643635
5475,18.76180040145417
5476,48.741800385869716
5477,46.28977014800557
5478,35.19580216602539
5479,27.187548530698745
5480,43.7275634501359
5481,43.79031414724592
5482,39.61066325315041
5483,33.092531589838956
5484,50.16472475027266
5485,48.747670997474884
5486,48.63380628121248
5487,41.78879906948516
5488,36.454136724842435
5489,42.293192362864666
5490,55.7241443146346
5491,45.728530418636616
5492,51.13500446253638
5493,32.454193984297596
5494,33.24080098254222
5495,23.194589800798884
5496,39.41551219497153
5497,39.89216001032202
5498,39.42539573239556
5499,59.346107668435785
