id,Strength
5407,45.1432123381944
5408,21.769635900545353
5409,32.770386046376856
5410,45.56544074620341
5411,31.793234755599713
5412,39.63436097980408
5413,32.99480443506046
5414,25.68308440967034
5415,42.28945857046601
5416,38.63840315817682
5417,40.844578902458835
5418,47.439554934936965
5419,40.55989509950889
5420,46.843421993442334
5421,32.91491497938371
5422,32.664191340639874
5423,50.08835333070705
5424,43.32082077402438
5425,38.269603846719676
5426,48.63624118787808
5427,27.210047073358943
5428,28.13124693265093
5429,27.942775583343423
5430,27.861657684618116
5431,22.905961064754006
5432,46.504822566090425
5433,22.473446489767305
5434,38.50890901787184
5435,39.341772067790885
5436,35.61762096751989
5437,38.61610919939262
5438,31.418798282538233
5439,46.015396072743194
5440,34.778911348007576
5441,19.892317488892505
5442,39.874260735702364
5443,33.44765111660921
5444,34.26071265813481
5445,23.199676058393823
5446,41.19151438591783
5447,38.725232561210376
5448,28.355393153069894
5449,47.696274165258124
5450,40.72543847265858
5451,48.868945056160406
5452,24.55584533449594
5453,32.51523446297888
5454,34.715552818608344
5455,41.75336474523452
5456,34.717516430228024
5457,22.32865940673082
5458,33.999155771374404
5459,28.16189385952155
5460,33.22632650425115
5461,27.96588079792461
5462,25.02070050494108
5463,36.28941010585145
5464,33.48895542946829
5465,47.828832609881076
5466,42.25814195967044
5467,41.52186028547237
5468,25.404691716046678
5469,35.62062662748932
5470,27.910587031806877
5471,32.654751635199865
5472,32.53832174614693
5473,25.598609354827452
5474,43.38192104466441
5475,21.540249893179237
5476,49.28979952005723
5477,43.60731498312343
5478,36.21316744472747
5479,24.050338869453743
5480,38.65295405851378
5481,38.07921493005395
5482,35.202936927952294
5483,33.2025973018107
5484,41.55353359459552
5485,44.21118653493096
5486,47.74812381962936
5487,40.67633008059646
5488,40.7238326484309
5489,44.8797930439103
5490,41.76278025836814
5491,30.701728632092237
5492,44.804732879114525
5493,32.09918445653784
5494,41.37780502204434
5495,27.00123615513477
5496,38.07978913190858
5497,37.2341584384058
5498,38.735854773334985
5499,50.15801718464262
5500,38.33232154957447
5501,28.799949386684602
5502,37.77307165119757
5503,28.65457518222873
5504,50.74402317903083
5505,37.56958796801289
5506,40.82009806854058
5507,41.16104293416348
5508,33.43013885335925
5509,39.092125454333605
5510,46.15597355795245
5511,38.42344443759613
5512,21.295928930166994
5513,43.080994915771825
5514,25.542246953477015
5515,37.84136850537844
5516,47.696274165258124
5517,35.09858158234165
5518,41.52174396990699
5519,21.107001962831706
5520,46.504822566090425
5521,38.458623554878294
5522,34.1291873893574
5523,40.40510934882584
5524,25.542517747741783
5525,34.56022834400141
5526,25.81072447180124
5527,33.6385767180428
5528,29.644499778925116
5529,48.83394010891179
5530,40.086959007408
5531,44.649104524668566
5532,52.04862042939301
5533,28.7454177243728
5534,45.3342762477167
5535,25.65013466354634
5536,49.28739778313453
5537,27.251098412556168
5538,42.323635616759915
5539,20.997028991183278
5540,32.40696082125021
5541,42.79963804816649
5542,23.660860352408577
5543,51.47779437424466
5544,22.49398819679636
5545,37.51934274586956
5546,43.523121574130656
5547,31.825358985831635
5548,30.138003864455282
5549,31.299167959746477
5550,35.7384029951066
5551,32.71353732921792
5552,27.934956461531318
5553,36.953234181120486
5554,27.274657697853854
5555,47.26219260072913
5556,33.48895542946829
5557,41.19151438591783
5558,23.293022319164944
5559,49.40709255621228
5560,27.18738370140749
5561,32.71353732921792
5562,47.26533207007715
5563,35.61762096751989
5564,40.94581916542711
5565,43.06657820098223
5566,32.996208365185346
5567,28.54923896606901
5568,49.47637625314313
5569,51.153493484954915
5570,33.01880629429876
5571,25.850253662444526
5572,22.884567819641198
5573,33.999155771374404
5574,37.21086369861804
5575,27.169597603846057
5576,33.333805395825934
5577,37.65483770970427
5578,35.43896115096257
5579,39.06008865186069
5580,35.76654586561808
5581,38.725232561210376
5582,30.149031054995874
5583,39.06008865186069
5584,42.41573365070022
5585,48.97174483116807
5586,23.53805038493297
5587,42.84228521206425
5588,23.47191728881465
5589,21.29893069956852
5590,44.132082612864245
5591,48.661482775082206
5592,40.67280853743796
5593,39.494980742276915
5594,38.725232561210376
5595,38.41030736536877
5596,51.28187157509018
5597,33.12183979185939
5598,43.30567113566371
5599,23.3054300681489
5600,26.10719653526494
5601,41.2458274204745
5602,42.117282508343564
5603,35.76346837679495
5604,34.345142167378796
5605,28.061966164952377
5606,34.26071265813481
5607,33.74184057383199
5608,41.049980328135405
5609,34.435860319394024
5610,33.41871815287119
5611,36.63425520439851
5612,40.40837121603444
5613,21.507658208660963
5614,36.38109675552758
5615,34.598293224035395
5616,20.36441913422923
5617,40.013883467817735
5618,24.912402173314337
5619,22.05053566737753
5620,45.92026603285165
5621,27.56528095476897
5622,45.55617894048748
5623,23.63531605571552
5624,27.281038714400882
5625,32.09918445653784
5626,38.33232154957447
5627,48.661482775082206
5628,29.07238442618858
5629,41.49983240524117
5630,40.81755793581313
5631,49.605084335711716
5632,39.037358303718534
5633,35.624970906990605
5634,28.377724213009998
5635,28.827966424530008
5636,22.884567819641198
5637,34.504270448318834
5638,38.32678285492391
5639,37.35975414923132
5640,37.49584339071032
5641,21.29893069956852
5642,41.67400163360282
5643,25.407053585999527
5644,45.964611431649885
5645,46.488912396558305
5646,26.19578006729025
5647,37.84136850537844
5648,27.654072941781447
5649,36.1248934122246
5650,41.50072364068411
5651,35.32677857708294
5652,46.253931832445936
5653,35.624970906990605
5654,52.440713393927524
5655,34.29232967842728
5656,25.190291215587997
5657,42.49035683871673
5658,25.941549481695024
5659,21.959822360554583
5660,38.65250507554303
5661,39.19007586131943
5662,45.71981838520942
5663,34.94740809834998
5664,45.9820962499514
5665,46.504822566090425
5666,31.09486091779968
5667,25.830347931929953
5668,36.29632548632505
5669,25.49902550185694
5670,21.1303293647261
5671,32.035341711597525
5672,44.3137632164936
5673,27.934956461531318
5674,27.01371506932375
5675,22.073638701472987
5676,40.55989509950889
5677,41.55353359459552
5678,44.804732879114525
5679,20.82328504442556
5680,38.652005498246695
5681,38.38442795806025
5682,40.552221637226154
5683,36.93810374905198
5684,56.975929300733654
5685,38.22319929167501
5686,34.25733595869873
5687,40.86762569545775
5688,43.167128488155015
5689,46.846696520626175
5690,40.5206874100265
5691,45.04718030490646
5692,44.7094695272505
5693,40.55989509950889
5694,26.25073260702546
5695,32.41107018480794
5696,41.2163714970658
5697,32.1167961550182
5698,44.77604344216495
5699,45.69489371677408
5700,35.181925973446674
5701,27.263575370522155
5702,33.706107541593425
5703,28.061966164952377
5704,27.194581746222887
5705,47.993284836096095
5706,53.06422388207957
5707,48.661482775082206
5708,40.81735097389033
5709,44.62947817135208
5710,40.43728177888106
5711,28.010847644671742
5712,27.570902278936206
5713,46.504822566090425
5714,48.6481363385146
5715,26.35560396387286
5716,27.03554013012498
5717,35.9728731552122
5718,34.12139836947181
5719,33.5180965988075
5720,45.55617894048748
5721,47.02765411035283
5722,26.453906673784008
5723,46.90264973052053
5724,34.18435105830038
5725,34.48178992441639
5726,27.298163126555693
5727,43.7521426740441
5728,21.01436103827451
5729,39.06008865186069
5730,40.089941025344196
5731,44.65196797664931
5732,22.194649438618363
5733,36.54752707611526
5734,42.204288944914495
5735,28.954804184906557
5736,40.86762569545775
5737,21.396977400362722
5738,44.21413799061859
5739,46.3705463972747
5740,32.740574244387425
5741,27.654072941781447
5742,37.51431605268504
5743,28.765130534227104
5744,21.630377926919017
5745,40.55989509950889
5746,34.06688218893396
5747,47.02452859698989
5748,37.1439607865333
5749,37.60407855141864
5750,34.3429092330759
5751,28.592166710894475
5752,34.668036600148326
5753,28.156621134091218
5754,26.178132708767787
5755,56.593096500664146
5756,38.65295405851378
5757,41.75336474523452
5758,31.299167959746477
5759,37.35261936870796
5760,23.47191728881465
5761,34.959278428932954
5762,26.59527167645453
5763,21.798960033059988
5764,46.58391336648837
5765,27.934956461531318
5766,22.257738252499827
5767,32.99430562119005
5768,21.786894277667052
5769,46.95178904352999
5770,37.85477448573705
5771,29.173767181751906
5772,41.52186028547237
5773,28.03310582770779
5774,37.41706826868463
5775,39.037358303718534
5776,35.110698936245456
5777,42.739328322418444
5778,21.78617478424855
5779,42.700547195681814
5780,42.38579487278887
5781,26.83866680302662
5782,45.04969750823703
5783,39.45504477003136
5784,33.6830655497539
5785,46.846696520626175
5786,21.49909898348252
5787,40.086959007408
5788,33.71890026010681
5789,43.93449257801366
5790,25.52166710949022
5791,21.391587938991933
5792,28.05712028440457
5793,27.934956461531318
5794,39.17283704786513
5795,40.55989509950889
5796,45.04969750823703
5797,40.1465374111086
5798,45.10931364804388
5799,23.36805412120291
5800,28.015075909667804
5801,26.922745546006638
5802,44.81107291273962
5803,46.740584350471025
5804,39.06008865186069
5805,37.35360915377529
5806,22.884567819641198
5807,36.86732957041863
5808,52.6387826443716
5809,35.110698936245456
5810,27.263575370522155
5811,32.84538346556402
5812,43.401552402854804
5813,50.62430986348007
5814,35.64556443102267
5815,32.1167961550182
5816,41.55353359459552
5817,44.61593089802422
5818,21.391587938991933
5819,40.2539273996634
5820,41.67400163360282
5821,34.25480563529239
5822,32.488128920894525
5823,33.92776624682439
5824,33.97082565018523
5825,43.763236046375724
5826,31.30327122984869
5827,20.603900408678676
5828,45.55617894048748
5829,21.45364874141751
5830,21.295928930166994
5831,42.31099882539547
5832,22.05053566737753
5833,42.18449177288004
5834,28.428283818712686
5835,38.725232561210376
5836,31.91023691445464
5837,33.48955951946882
5838,40.7238326484309
5839,21.798960033059988
5840,40.16982163093095
5841,47.005954207556854
5842,42.771178252925644
5843,33.48895542946829
5844,55.840539117099695
5845,28.16189385952155
5846,35.61762096751989
5847,39.40276655117347
5848,36.84740969106991
5849,42.21759566660835
5850,21.295928930166994
5851,37.00479430295209
5852,34.16086867334224
5853,44.0583079317045
5854,33.986722276769626
5855,21.79918119242646
5856,38.49608670940497
5857,38.33232154957447
5858,45.51831706551877
5859,26.427269593926724
5860,38.33232154957447
5861,42.73778830074316
5862,45.37752392614559
5863,32.1167961550182
5864,45.51551107220352
5865,26.62610980982337
5866,43.1247311506845
5867,42.820617203018074
5868,43.36907608866251
5869,26.0728364181383
5870,21.647698336602208
5871,38.79103723470506
5872,22.621344868465705
5873,33.33983295712261
5874,39.82475435333694
5875,34.27497217792033
5876,47.612763609313035
5877,42.29619118862068
5878,29.0956007762993
5879,20.312661727730354
5880,47.02765411035283
5881,25.18105086203878
5882,35.61762096751989
5883,46.27889551945632
5884,40.26550038142964
5885,35.72937767600621
5886,39.51116630995594
5887,32.71353732921792
5888,40.40510934882584
5889,34.12231690107604
5890,39.49487115330525
5891,47.185986158440656
5892,33.68176383252027
5893,46.67650692031643
5894,44.66794618491899
5895,41.975142979803785
5896,20.03657544433024
5897,53.78071658639626
5898,25.02070050494108
